lemma,wortart,kompositum,genus,nominativ singular,nominativ singular*,nominativ singular 1,nominativ singular 2,nominativ singular 3,nominativ singular 4,nominativ singular stark,nominativ singular schwach,nominativ singular gemischt,nominativ plural,nominativ plural*,nominativ plural 1,nominativ plural 2,nominativ plural 3,nominativ plural 4,nominativ plural stark,nominativ plural schwach,nominativ plural gemischt,genitiv singular,genitiv singular*,genitiv singular 1,genitiv singular 2,genitiv singular 3,genitiv singular 4,genitiv singular stark,genitiv singular schwach,genitiv singular gemischt,genitiv plural,genitiv plural*,genitiv plural 1,genitiv plural 2,genitiv plural 3,genitiv plural 4,genitiv plural stark,genitiv plural schwach,genitiv plural gemischt,dativ singular,dativ singular*,dativ singular 1,dativ singular 2,dativ singular 3,dativ singular 4,dativ singular stark,dativ singular schwach,dativ singular gemischt,dativ plural,dativ plural*,dativ plural 1,dativ plural 2,dativ plural 3,dativ plural 4,dativ plural stark,dativ plural schwach,dativ plural gemischt,akkusativ singular,akkusativ singular*,akkusativ singular 1,akkusativ singular 2,akkusativ singular 3,akkusativ singular 4,akkusativ singular stark,akkusativ singular schwach,akkusativ singular gemischt,akkusativ plural,akkusativ plural*,akkusativ plural 1,akkusativ plural 2,akkusativ plural 3,akkusativ plural 4,akkusativ plural stark,akkusativ plural schwach,akkusativ plural gemischt
Kriegsschiff,Substantiv,1,n,Kriegsschiff,,,,,,,,,Kriegsschiffe,,,,,,,,,Kriegsschiffes,Kriegsschiffs,,,,,,,,Kriegsschiffe,,,,,,,,,Kriegsschiff,Kriegsschiffe,,,,,,,,Kriegsschiffen,,,,,,,,,Kriegsschiff,,,,,,,,,Kriegsschiffe,,,,,,,,
Kupon,Substantiv,,m,Kupon,,,,,,,,,Kupons,,,,,,,,,Kupons,,,,,,,,,Kupons,,,,,,,,,Kupon,,,,,,,,,Kupons,,,,,,,,,Kupon,,,,,,,,,Kupons,,,,,,,,
Turbine,Substantiv,,f,Turbine,,,,,,,,,Turbinen,,,,,,,,,Turbine,,,,,,,,,Turbinen,,,,,,,,,Turbine,,,,,,,,,Turbinen,,,,,,,,,Turbine,,,,,,,,,Turbinen,,,,,,,,
Bildschirm,Substantiv,1,m,Bildschirm,,,,,,,,,Bildschirme,,,,,,,,,Bildschirmes,Bildschirms,,,,,,,,Bildschirme,,,,,,,,,Bildschirm,Bildschirme,,,,,,,,Bildschirmen,,,,,,,,,Bildschirm,,,,,,,,,Bildschirme,,,,,,,,
Kaffeefilter,Substantiv,1,m,Kaffeefilter,,,,,,,,,Kaffeefilter,,,,,,,,,Kaffeefilters,,,,,,,,,Kaffeefilter,,,,,,,,,Kaffeefilter,,,,,,,,,Kaffeefiltern,,,,,,,,,Kaffeefilter,,,,,,,,,Kaffeefilter,,,,,,,,
Holzwurm,Substantiv,1,m,Holzwurm,,,,,,,,,Holzwürmer,,,,,,,,,Holzwurmes,Holzwurms,,,,,,,,Holzwürmer,,,,,,,,,Holzwurm,Holzwurme,,,,,,,,Holzwürmern,,,,,,,,,Holzwurm,,,,,,,,,Holzwürmer,,,,,,,,
Lagerschnepfe,Substantiv,,f,Lagerschnepfe,,,,,,,,,Lagerschnepfen,,,,,,,,,Lagerschnepfe,,,,,,,,,Lagerschnepfen,,,,,,,,,Lagerschnepfe,,,,,,,,,Lagerschnepfen,,,,,,,,,Lagerschnepfe,,,,,,,,,Lagerschnepfen,,,,,,,,
Einkochglas,Substantiv,1,n,Einkochglas,,,,,,,,,Einkochgläser,,,,,,,,,Einkochglases,,,,,,,,,Einkochgläser,,,,,,,,,Einkochglas,Einkochglase,,,,,,,,Einkochgläsern,,,,,,,,,Einkochglas,,,,,,,,,Einkochgläser,,,,,,,,
Meeressäugetier,Substantiv,1,n,Meeressäugetier,,,,,,,,,Meeressäugetiere,,,,,,,,,Meeressäugetieres,Meeressäugetiers,,,,,,,,Meeressäugetiere,,,,,,,,,Meeressäugetier,Meeressäugetiere,,,,,,,,Meeressäugetieren,,,,,,,,,Meeressäugetier,,,,,,,,,Meeressäugetiere,,,,,,,,
Laufmasche,Substantiv,1,f,Laufmasche,,,,,,,,,Laufmaschen,,,,,,,,,Laufmasche,,,,,,,,,Laufmaschen,,,,,,,,,Laufmasche,,,,,,,,,Laufmaschen,,,,,,,,,Laufmasche,,,,,,,,,Laufmaschen,,,,,,,,
Abc-Buch,Substantiv,1,n,Abc-Buch,,,,,,,,,Abc-Bücher,,,,,,,,,Abc-Buchs,Abc-Buches,,,,,,,,Abc-Bücher,,,,,,,,,Abc-Buch,Abc-Buche,,,,,,,,Abc-Büchern,,,,,,,,,Abc-Buch,,,,,,,,,Abc-Bücher,,,,,,,,
Ausstechform,Substantiv,,f,Ausstechform,,,,,,,,,Ausstechformen,,,,,,,,,Ausstechform,,,,,,,,,Ausstechformen,,,,,,,,,Ausstechform,,,,,,,,,Ausstechformen,,,,,,,,,Ausstechform,,,,,,,,,Ausstechformen,,,,,,,,
Beiboot,Substantiv,1,n,Beiboot,,,,,,,,,Beiboote,,,,,,,,,Beibootes,Beiboots,,,,,,,,Beiboote,,,,,,,,,Beiboot,Beiboote,,,,,,,,Beibooten,,,,,,,,,Beiboot,,,,,,,,,Beiboote,,,,,,,,
Parfumflasche,Substantiv,1,f,Parfumflasche,,,,,,,,,Parfumflaschen,,,,,,,,,Parfumflasche,,,,,,,,,Parfumflaschen,,,,,,,,,Parfumflasche,,,,,,,,,Parfumflaschen,,,,,,,,,Parfumflasche,,,,,,,,,Parfumflaschen,,,,,,,,
Topfdeckel,Substantiv,,m,Topfdeckel,,,,,,,,,Topfdeckel,,,,,,,,,Topfdeckels,,,,,,,,,Topfdeckel,,,,,,,,,Topfdeckel,,,,,,,,,Topfdeckeln,,,,,,,,,Topfdeckel,,,,,,,,,Topfdeckel,,,,,,,,
Blattknospe,Substantiv,1,f,Blattknospe,,,,,,,,,Blattknospen,,,,,,,,,Blattknospe,,,,,,,,,Blattknospen,,,,,,,,,Blattknospe,,,,,,,,,Blattknospen,,,,,,,,,Blattknospe,,,,,,,,,Blattknospen,,,,,,,,
Quecksilberdampflampe,Substantiv,1,f,Quecksilberdampflampe,,,,,,,,,Quecksilberdampflampen,,,,,,,,,Quecksilberdampflampe,,,,,,,,,Quecksilberdampflampen,,,,,,,,,Quecksilberdampflampe,,,,,,,,,Quecksilberdampflampen,,,,,,,,,Quecksilberdampflampe,,,,,,,,,Quecksilberdampflampen,,,,,,,,
Scheißhaufen,Substantiv,1,m,Scheißhaufen,,,,,,,,,Scheißhaufen,,,,,,,,,Scheißhaufens,,,,,,,,,Scheißhaufen,,,,,,,,,Scheißhaufen,,,,,,,,,Scheißhaufen,,,,,,,,,Scheißhaufen,,,,,,,,,Scheißhaufen,,,,,,,,
Wärmflasche,Substantiv,1,f,Wärmflasche,,,,,,,,,Wärmflaschen,,,,,,,,,Wärmflasche,,,,,,,,,Wärmflaschen,,,,,,,,,Wärmflasche,,,,,,,,,Wärmflaschen,,,,,,,,,Wärmflasche,,,,,,,,,Wärmflaschen,,,,,,,,
Blatthornkäfer,Substantiv,1,m,Blatthornkäfer,,,,,,,,,Blatthornkäfer,,,,,,,,,Blatthornkäfers,,,,,,,,,Blatthornkäfer,,,,,,,,,Blatthornkäfer,,,,,,,,,Blatthornkäfern,,,,,,,,,Blatthornkäfer,,,,,,,,,Blatthornkäfer,,,,,,,,
Lumpen,Substantiv,,m,Lumpen,,,,,,,,,Lumpen,,,,,,,,,Lumpens,,,,,,,,,Lumpen,,,,,,,,,Lumpen,,,,,,,,,Lumpen,,,,,,,,,Lumpen,,,,,,,,,Lumpen,,,,,,,,
Marschflugkörper,Substantiv,1,m,Marschflugkörper,,,,,,,,,Marschflugkörper,,,,,,,,,Marschflugkörpers,,,,,,,,,Marschflugkörper,,,,,,,,,Marschflugkörper,,,,,,,,,Marschflugkörpern,,,,,,,,,Marschflugkörper,,,,,,,,,Marschflugkörper,,,,,,,,
Anzughose,Substantiv,1,f,Anzughose,,,,,,,,,Anzughosen,,,,,,,,,Anzughose,,,,,,,,,Anzughosen,,,,,,,,,Anzughose,,,,,,,,,Anzughosen,,,,,,,,,Anzughose,,,,,,,,,Anzughosen,,,,,,,,
Werkzeugsatz,Substantiv,,m,Werkzeugsatz,,,,,,,,,Werkzeugsätze,,,,,,,,,Werkzeugsatzes,,,,,,,,, Werkzeugsätze,,,,,,,,,Werkzeugsatz,Werkzeugsatze,,,,,,,,Werkzeugsätzen,,,,,,,,,Werkzeugsatz,,,,,,,,,Werkzeugsätze,,,,,,,,
Regencape,Substantiv,1,n,Regencape,,,,,,,,,Regencapes,,,,,,,,,Regencape,,,,,,,,,Regencapes,,,,,,,,,Regencape,,,,,,,,,Regencapes,,,,,,,,,Regencape,,,,,,,,,Regencapes,,,,,,,,
Tunnel,Substantiv,,m,Tunnel,,,,,,,,,,,Tunnel,Tunnels,,,,,,Tunnels,,,,,,,,,,,Tunnel,Tunnels,,,,,,Tunnel,,,,,,,,,,,Tunneln,Tunnels,,,,,,Tunnel,,,,,,,,,,,Tunnel,Tunnels,,,,,
Flussregenpfeifer,Substantiv,,m,Flussregenpfeifer,,,,,,,,,Flussregenpfeifer,,,,,,,,,Flussregenpfeifers,,,,,,,,,Flussregenpfeifer,,,,,,,,,Flussregenpfeifer,,,,,,,,,Flussregenpfeifern,,,,,,,,,Flussregenpfeifer,,,,,,,,,Flussregenpfeifer,,,,,,,,
Drucker,Substantiv,,m,Drucker,,,,,,,,,Drucker,,,,,,,,,Druckers,,,,,,,,,Drucker,,,,,,,,,Drucker,,,,,,,,,Druckern,,,,,,,,,Drucker,,,,,,,,,Drucker,,,,,,,,
Türpfosten,Substantiv,1,m,Türpfosten,,,,,,,,,Türpfosten,,,,,,,,,Türpfostens,,,,,,,,,Türpfosten,,,,,,,,,Türpfosten,,,,,,,,,Türpfosten,,,,,,,,,Türpfosten,,,,,,,,,Türpfosten,,,,,,,,
Tätowiermaschine,Substantiv,1,f,Tätowiermaschine,,,,,,,,,Tätowiermaschinen,,,,,,,,,Tätowiermaschine,,,,,,,,,Tätowiermaschinen,,,,,,,,,Tätowiermaschine,,,,,,,,,Tätowiermaschinen,,,,,,,,,Tätowiermaschine,,,,,,,,,Tätowiermaschinen,,,,,,,,
Zwiebelhelm,Substantiv,1,m,Zwiebelhelm,,,,,,,,,Zwiebelhelme,,,,,,,,,Zwiebelhelms,Zwiebelhelmes,,,,,,,,Zwiebelhelme,,,,,,,,,Zwiebelhelm,,,,,,,,,Zwiebelhelmen,,,,,,,,,Zwiebelhelm,,,,,,,,,Zwiebelhelme,,,,,,,,
Signalrakete,Substantiv,1,f,Signalrakete,,,,,,,,,Signalraketen,,,,,,,,,Signalrakete,,,,,,,,,Signalraketen,,,,,,,,,Signalrakete,,,,,,,,,Signalraketen,,,,,,,,,Signalrakete,,,,,,,,,Signalraketen,,,,,,,,
Klicker,Substantiv,,m,Klicker,,,,,,,,,Klicker,,,,,,,,,Klickers,,,,,,,,,Klicker,,,,,,,,,Klicker,,,,,,,,,Klickern,,,,,,,,,Klicker,,,,,,,,,Klicker,,,,,,,,
Smoking,Substantiv,,m,Smoking,,,,,,,,,,,Smokings,Smokinge,,,,,,Smokings,,,,,,,,,,,Smokings,Smokinge,,,,,,Smoking,,,,,,,,,,,Smokings,Smokingen,,,,,,Smoking,,,,,,,,,,,Smokings,Smokinge,,,,,
Formschinken,Substantiv,,m,Formschinken,,,,,,,,,Formschinken,,,,,,,,,Formschinkens,,,,,,,,,Formschinken,,,,,,,,,Formschinken,,,,,,,,,Formschinken,,,,,,,,,Formschinken,,,,,,,,,Formschinken,,,,,,,,
Gebetsteppich,Substantiv,1,m,Gebetsteppich,,,,,,,,,Gebetsteppiche,,,,,,,,,Gebetsteppichs,,,,,,,,,Gebetsteppiche,,,,,,,,,Gebetsteppich,,,,,,,,,Gebetsteppichen,,,,,,,,,Gebetsteppich,,,,,,,,,Gebetsteppiche,,,,,,,,
Fachwerkkirche,Substantiv,1,f,Fachwerkkirche,,,,,,,,,Fachwerkkirchen,,,,,,,,,Fachwerkkirche,,,,,,,,,Fachwerkkirchen,,,,,,,,,Fachwerkkirche,,,,,,,,,Fachwerkkirchen,,,,,,,,,Fachwerkkirche,,,,,,,,,Fachwerkkirchen,,,,,,,,
Stör,Substantiv,,m,Stör,,,,,,,,,Störe,,,,,,,,,Störs,,,,,,,,,Störe,,,,,,,,,Stör,,,,,,,,,Stören,,,,,,,,,Stör,,,,,,,,,Störe,,,,,,,,
Holztür,Substantiv,1,f,Holztür,,,,,,,,,Holztüren,,,,,,,,,Holztür,,,,,,,,,Holztüren,,,,,,,,,Holztür,,,,,,,,,Holztüren,,,,,,,,,Holztür,,,,,,,,,Holztüren,,,,,,,,
BH,"Abkürzung,Substantiv",,n,BH,,,,,,,,,,,,,,,,,,BH,,,,,,,,,,,,,,,,,,BH,,,,,,,,,,,,,,,,,,BH,,,,,,,,,,,,,,,,,
Ukelei,Substantiv,,m,Ukelei,,,,,,,,,,,Ukeleie,Ukeleis,,,,,,Ukeleis,,,,,,,,,,,Ukeleie,Ukeleis,,,,,,Ukelei,,,,,,,,,,,Ukeleien,Ukeleis,,,,,,Ukelei,,,,,,,,,,,Ukeleie,Ukeleis,,,,,
Kartoffelknödel,Substantiv,1,m,Kartoffelknödel,,,,,,,,,Kartoffelknödel,,,,,,,,,Kartoffelknödels,,,,,,,,,Kartoffelknödel,,,,,,,,,Kartoffelknödel,,,,,,,,,Kartoffelknödeln,,,,,,,,,Kartoffelknödel,,,,,,,,,Kartoffelknödel,,,,,,,,
Miezekatze,Substantiv,,f,Miezekatze,,,,,,,,,Miezekatzen,,,,,,,,,Miezekatze,,,,,,,,,Miezekatzen,,,,,,,,,Miezekatze,,,,,,,,,Miezekatzen,,,,,,,,,Miezekatze,,,,,,,,,Miezekatzen,,,,,,,,
Sarkophag,Substantiv,,m,Sarkophag,,,,,,,,,Sarkophage,,,,,,,,,Sarkophags,Sarkophages,,,,,,,,Sarkophage,,,,,,,,,Sarkophag,,,,,,,,,Sarkophagen,,,,,,,,,Sarkophag,,,,,,,,,Sarkophage,,,,,,,,
Hamster,Substantiv,,m,Hamster,,,,,,,,,Hamster,,,,,,,,,Hamsters,,,,,,,,,Hamster,,,,,,,,,Hamster,,,,,,,,,Hamstern,,,,,,,,,Hamster,,,,,,,,,Hamster,,,,,,,,
Buckelwal,Substantiv,,m,Buckelwal,,,,,,,,,Buckelwale,,,,,,,,,Buckelwales,Buckelwals,,,,,,,,Buckelwale,,,,,,,,,Buckelwal,Buckelwale,,,,,,,,Buckelwalen,,,,,,,,,Buckelwal,,,,,,,,,Buckelwale,,,,,,,,
Eisenbahntunnel,Substantiv,1,m,Eisenbahntunnel,,,,,,,,,Eisenbahntunnel,,,,,,,,,Eisenbahntunnels,,,,,,,,,Eisenbahntunnel,,,,,,,,,Eisenbahntunnel,,,,,,,,,Eisenbahntunneln,,,,,,,,,Eisenbahntunnel,,,,,,,,,Eisenbahntunnel,,,,,,,,
Bergspitze,Substantiv,1,f,Bergspitze,,,,,,,,,Bergspitzen,,,,,,,,,Bergspitze,,,,,,,,,Bergspitzen,,,,,,,,,Bergspitze,,,,,,,,,Bergspitzen,,,,,,,,,Bergspitze,,,,,,,,,Bergspitzen,,,,,,,,
Kopiergerät,Substantiv,1,n,Kopiergerät,,,,,,,,,Kopiergeräte,,,,,,,,,Kopiergerätes,Kopiergeräts,,,,,,,,Kopiergeräte,,,,,,,,,Kopiergerät,Kopiergeräte,,,,,,,,Kopiergeräten,,,,,,,,,Kopiergerät,,,,,,,,,Kopiergeräte,,,,,,,,
Nussknacker,Substantiv,,m,Nussknacker,,,,,,,,,Nussknacker,,,,,,,,,Nussknackers,,,,,,,,,Nussknacker,,,,,,,,,Nussknacker,,,,,,,,,Nussknackern,,,,,,,,,Nussknacker,,,,,,,,,Nussknacker,,,,,,,,
Keramikgefäß,Substantiv,1,n,Keramikgefäß,,,,,,,,,Keramikgefäße,,,,,,,,,Keramikgefäßes,,,,,,,,,Keramikgefäße,,,,,,,,,Keramikgefäß,Keramikgefäße,,,,,,,,Keramikgefäßen,,,,,,,,,Keramikgefäß,,,,,,,,,Keramikgefäße,,,,,,,,
Friedenspfeife,Substantiv,1,f,Friedenspfeife,,,,,,,,,Friedenspfeifen,,,,,,,,,Friedenspfeife,,,,,,,,,Friedenspfeifen,,,,,,,,,Friedenspfeife,,,,,,,,,Friedenspfeifen,,,,,,,,,Friedenspfeife,,,,,,,,,Friedenspfeifen,,,,,,,,
Kiefernnadel,Substantiv,1,f,Kiefernnadel,,,,,,,,,Kiefernnadeln,,,,,,,,,Kiefernnadel,,,,,,,,,Kiefernnadeln,,,,,,,,,Kiefernnadel,,,,,,,,,Kiefernnadeln,,,,,,,,,Kiefernnadel,,,,,,,,,Kiefernnadeln,,,,,,,,
Kellertür,Substantiv,1,f,Kellertür,,,,,,,,,Kellertüren,,,,,,,,,Kellertür,,,,,,,,,Kellertüren,,,,,,,,,Kellertür,,,,,,,,,Kellertüren,,,,,,,,,Kellertür,,,,,,,,,Kellertüren,,,,,,,,
Hühnerfeder,Substantiv,1,f,Hühnerfeder,,,,,,,,,Hühnerfedern,,,,,,,,,Hühnerfeder,,,,,,,,,Hühnerfedern,,,,,,,,,Hühnerfeder,,,,,,,,,Hühnerfedern,,,,,,,,,Hühnerfeder,,,,,,,,,Hühnerfedern,,,,,,,,
Apfelbäumchen,Substantiv,,n,Apfelbäumchen,,,,,,,,,Apfelbäumchen,,,,,,,,,Apfelbäumchens,,,,,,,,,Apfelbäumchen,,,,,,,,,Apfelbäumchen,,,,,,,,,Apfelbäumchen,,,,,,,,,Apfelbäumchen,,,,,,,,,Apfelbäumchen,,,,,,,,
Euromünze,Substantiv,,f,Euromünze,,,,,,,,,Euromünzen,,,,,,,,,Euromünze,,,,,,,,,Euromünzen,,,,,,,,,Euromünze,,,,,,,,,Euromünzen,,,,,,,,,Euromünze,,,,,,,,,Euromünzen,,,,,,,,
Kaimauer,Substantiv,1,f,Kaimauer,,,,,,,,,Kaimauern,,,,,,,,,Kaimauer,,,,,,,,,Kaimauern,,,,,,,,,Kaimauer,,,,,,,,,Kaimauern,,,,,,,,,Kaimauer,,,,,,,,,Kaimauern,,,,,,,,
Wanderdüne,Substantiv,1,f,Wanderdüne,,,,,,,,,Wanderdünen,,,,,,,,,Wanderdüne,,,,,,,,,Wanderdünen,,,,,,,,,Wanderdüne,,,,,,,,,Wanderdünen,,,,,,,,,Wanderdüne,,,,,,,,,Wanderdünen,,,,,,,,
Zehncentmünze,Substantiv,,f,Zehncentmünze,,,,,,,,,Zehncentmünzen,,,,,,,,,Zehncentmünze,,,,,,,,,Zehncentmünzen,,,,,,,,,Zehncentmünze,,,,,,,,,Zehncentmünzen,,,,,,,,,Zehncentmünze,,,,,,,,,Zehncentmünzen,,,,,,,,
Vogel,Substantiv,,m,Vogel,,,,,,,,,Vögel,,,,,,,,,Vogels,,,,,,,,,Vögel,,,,,,,,,Vogel,,,,,,,,,Vögeln,,,,,,,,,Vogel,,,,,,,,,Vögel,,,,,,,,
Abfallsortieranlage,Substantiv,1,f,Abfallsortieranlage,,,,,,,,,Abfallsortieranlagen,,,,,,,,,Abfallsortieranlage,,,,,,,,,Abfallsortieranlagen,,,,,,,,,Abfallsortieranlage,,,,,,,,,Abfallsortieranlagen,,,,,,,,,Abfallsortieranlage,,,,,,,,,Abfallsortieranlagen,,,,,,,,
Hutaffe,Substantiv,1,m,Hutaffe,,,,,,,,,Hutaffen,,,,,,,,,Hutaffen,,,,,,,,,Hutaffen,,,,,,,,,Hutaffen,,,,,,,,,Hutaffen,,,,,,,,,Hutaffen,,,,,,,,,Hutaffen,,,,,,,,
Ohrspeicheldrüse,Substantiv,1,f,Ohrspeicheldrüse,,,,,,,,,Ohrspeicheldrüsen,,,,,,,,,Ohrspeicheldrüse,,,,,,,,,Ohrspeicheldrüsen,,,,,,,,,Ohrspeicheldrüse,,,,,,,,,Ohrspeicheldrüsen,,,,,,,,,Ohrspeicheldrüse,,,,,,,,,Ohrspeicheldrüsen,,,,,,,,
Teppich,Substantiv,,m,Teppich,,,,,,,,,Teppiche,,,,,,,,,Teppichs,Teppiches,,,,,,,,Teppiche,,,,,,,,,Teppich,Teppiche,,,,,,,,Teppichen,,,,,,,,,Teppich,,,,,,,,,Teppiche,,,,,,,,
Glockenstuhl,Substantiv,1,m,Glockenstuhl,,,,,,,,,Glockenstühle,,,,,,,,,Glockenstuhles,Glockenstuhls,,,,,,,,Glockenstühle,,,,,,,,,Glockenstuhl,Glockenstuhle,,,,,,,,Glockenstühlen,,,,,,,,,Glockenstuhl,,,,,,,,,Glockenstühle,,,,,,,,
Sägespan,Substantiv,1,m,Sägespan,,,,,,,,,Sägespäne,,,,,,,,,Sägespans,Sägespanes,,,,,,,,Sägespäne,,,,,,,,,Sägespan,Sägespane,,,,,,,,Sägespänen,,,,,,,,,Sägespan,,,,,,,,,Sägespäne,,,,,,,,
Krankenwagen,Substantiv,1,m,Krankenwagen,,,,,,,,,,,Krankenwagen,Krankenwägen,,,,,,Krankenwagens,,,,,,,,,,,Krankenwagen,Krankenwägen,,,,,,Krankenwagen,,,,,,,,,,,Krankenwagen,Krankenwägen,,,,,,Krankenwagen,,,,,,,,,,,Krankenwagen,Krankenwägen,,,,,
Halswirbel,Substantiv,1,m,Halswirbel,,,,,,,,,Halswirbel,,,,,,,,,Halswirbels,,,,,,,,,Halswirbel,,,,,,,,,Halswirbel,,,,,,,,,Halswirbeln,,,,,,,,,Halswirbel,,,,,,,,,Halswirbel,,,,,,,,
Dibbelmaschine,Substantiv,1,f,Dibbelmaschine,,,,,,,,,Dibbelmaschinen,,,,,,,,,Dibbelmaschine,,,,,,,,,Dibbelmaschinen,,,,,,,,,Dibbelmaschine,,,,,,,,,Dibbelmaschinen,,,,,,,,,Dibbelmaschine,,,,,,,,,Dibbelmaschinen,,,,,,,,
Fernsehturm,Substantiv,1,m,Fernsehturm,,,,,,,,,Fernsehtürme,,,,,,,,,Fernsehturms,Fernsehturmes,,,,,,,,Fernsehtürme,,,,,,,,,Fernsehturm,Fernsehturme,,,,,,,,Fernsehtürmen,,,,,,,,,Fernsehturm,,,,,,,,,Fernsehtürme,,,,,,,,
Dynamo,Substantiv,,m,Dynamo,,,,,,,,,Dynamos,,,,,,,,,Dynamos,,,,,,,,,Dynamos,,,,,,,,,Dynamo,,,,,,,,,Dynamos,,,,,,,,,Dynamo,,,,,,,,,Dynamos,,,,,,,,
Verschluss,Substantiv,,m,Verschluss,,,,,,,,,Verschlüsse,,,,,,,,,Verschlusses,,,,,,,,,Verschlüsse,,,,,,,,,Verschluss,Verschlusse,,,,,,,,Verschlüssen,,,,,,,,,Verschluss,,,,,,,,,Verschlüsse,,,,,,,,
Jacketttasche,Substantiv,,f,Jacketttasche,,,,,,,,,Jacketttaschen,,,,,,,,,Jacketttasche,,,,,,,,,Jacketttaschen,,,,,,,,,Jacketttasche,,,,,,,,,Jacketttaschen,,,,,,,,,Jacketttasche,,,,,,,,,Jacketttaschen,,,,,,,,
Ziegeldach,Substantiv,1,n,Ziegeldach,,,,,,,,,Ziegeldächer,,,,,,,,,Ziegeldaches,Ziegeldachs,,,,,,,,Ziegeldächer,,,,,,,,,Ziegeldach,Ziegeldache,,,,,,,,Ziegeldächern,,,,,,,,,Ziegeldach,,,,,,,,,Ziegeldächer,,,,,,,,
Foto,Substantiv,,,,,Foto,Foto,,,,,,Fotos,,,,,,,,,,,Fotos,Foto,,,,,,Fotos,,,,,,,,,,,Foto,Foto,,,,,,Fotos,,,,,,,,,,,Foto,Foto,,,,,,Fotos,,,,,,,,
Seezunge,Substantiv,1,f,Seezunge,,,,,,,,,Seezungen,,,,,,,,,Seezunge,,,,,,,,,Seezungen,,,,,,,,,Seezunge,,,,,,,,,Seezungen,,,,,,,,,Seezunge,,,,,,,,,Seezungen,,,,,,,,
Cordhose,Substantiv,1,f,Cordhose,,,,,,,,,Cordhosen,,,,,,,,,Cordhose,,,,,,,,,Cordhosen,,,,,,,,,Cordhose,,,,,,,,,Cordhosen,,,,,,,,,Cordhose,,,,,,,,,Cordhosen,,,,,,,,
Kugelkopfmaschine,Substantiv,1,f,Kugelkopfmaschine,,,,,,,,,Kugelkopfmaschinen,,,,,,,,,Kugelkopfmaschine,,,,,,,,,Kugelkopfmaschinen,,,,,,,,,Kugelkopfmaschine,,,,,,,,,Kugelkopfmaschinen,,,,,,,,,Kugelkopfmaschine,,,,,,,,,Kugelkopfmaschinen,,,,,,,,
Kandelaber,Substantiv,,m,Kandelaber,,,,,,,,,Kandelaber,,,,,,,,,Kandelabers,,,,,,,,,Kandelaber,,,,,,,,,Kandelaber,,,,,,,,,Kandelabern,,,,,,,,,Kandelaber,,,,,,,,,Kandelaber,,,,,,,,
Limousine,Substantiv,,f,Limousine,,,,,,,,,Limousinen,,,,,,,,,Limousine,,,,,,,,,Limousinen,,,,,,,,,Limousine,,,,,,,,,Limousinen,,,,,,,,,Limousine,,,,,,,,,Limousinen,,,,,,,,
Schweinehälfte,Substantiv,1,f,Schweinehälfte,,,,,,,,,Schweinehälften,,,,,,,,,Schweinehälfte,,,,,,,,,Schweinehälften,,,,,,,,,Schweinehälfte,,,,,,,,,Schweinehälften,,,,,,,,,Schweinehälfte,,,,,,,,,Schweinehälften,,,,,,,,
Kelle,Substantiv,,f,Kelle,,,,,,,,,Kellen,,,,,,,,,Kelle,,,,,,,,,Kellen,,,,,,,,,Kelle,,,,,,,,,Kellen,,,,,,,,,Kelle,,,,,,,,,Kellen,,,,,,,,
Birken-Zahnspinner,Substantiv,,m,Birken-Zahnspinner,,,,,,,,,Birken-Zahnspinner,,,,,,,,,Birken-Zahnspinners,,,,,,,,,Birken-Zahnspinner,,,,,,,,,Birken-Zahnspinner,,,,,,,,,Birken-Zahnspinnern,,,,,,,,,Birken-Zahnspinner,,,,,,,,,Birken-Zahnspinner,,,,,,,,
Gesetzbuch,Substantiv,1,n,Gesetzbuch,,,,,,,,,Gesetzbücher,,,,,,,,,Gesetzbuchs,Gesetzbuches,,,,,,,,Gesetzbücher,,,,,,,,,Gesetzbuch,Gesetzbuche,,,,,,,,Gesetzbüchern,,,,,,,,,Gesetzbuch,,,,,,,,,Gesetzbücher,,,,,,,,
Bimmel,Substantiv,,f,Bimmel,,,,,,,,,Bimmeln,,,,,,,,,Bimmel,,,,,,,,,Bimmeln,,,,,,,,,Bimmel,,,,,,,,,Bimmeln,,,,,,,,,Bimmel,,,,,,,,,Bimmeln,,,,,,,,
Kunststoffgefäß,Substantiv,1,n,Kunststoffgefäß,,,,,,,,,Kunststoffgefäße,,,,,,,,,Kunststoffgefäßes,,,,,,,,,Kunststoffgefäße,,,,,,,,,Kunststoffgefäß,Kunststoffgefäße,,,,,,,,Kunststoffgefäßen,,,,,,,,,Kunststoffgefäß,,,,,,,,,Kunststoffgefäße,,,,,,,,
Masttopp,Substantiv,1,m,Masttopp,,,,,,,,,,,Masttopps,Masttoppe,,,,,,Masttopps,,,,,,,,,,,Masttopps,Masttoppe,,,,,,Masttopp,,,,,,,,,,,Masttopps,Masttoppen,,,,,,Masttopp,,,,,,,,,,,Masttopps,Masttoppe,,,,,
Tüte,Substantiv,,f,Tüte,,,,,,,,,Tüten,,,,,,,,,Tüte,,,,,,,,,Tüten,,,,,,,,,Tüte,,,,,,,,,Tüten,,,,,,,,,Tüte,,,,,,,,,Tüten,,,,,,,,
Gelse,Substantiv,,f,Gelse,,,,,,,,,Gelsen,,,,,,,,,Gelse,,,,,,,,,Gelsen,,,,,,,,,Gelse,,,,,,,,,Gelsen,,,,,,,,,Gelse,,,,,,,,,Gelsen,,,,,,,,
